group,candidate,species,reactions,fuel_observable,count,success,E_full_group,E_success_subset
GPT 普通 Solo,candidate_3,81,464,h2/laminar_flame_speed,21,21,3.7237644827688894,3.7237644827688894
GPT 普通 Solo,candidate_3,81,464,h2plusco/laminar_flame_speed,12,12,2.075346105657134,2.075346105657134
GPT 普通 Solo,candidate_3,81,464,ic4h10/laminar_flame_speed,4,4,1.9089514675111225,1.9089514675111225
GPT 普通 Solo,candidate_3,81,464,ic4h8/ignition_delay,28,28,4.774937494979491,4.774937494979491
GPT 普通 Solo,candidate_3,81,464,ic4h8/laminar_flame_speed,18,18,2.146696038316316,2.146696038316316
GPT 普通 Solo,candidate_3,81,464,pc3h4/ignition_delay,26,26,1.6270962066508308,1.6270962066508308
GPT 专家 Team,candidate_1,58,420,ac3h4/ignition_delay,20,20,4.354403424524378,4.354403424524378
GPT 专家 Team,candidate_1,58,420,c2h2/ignition_delay,9,9,8.499573920012935,8.499573920012935
GPT 专家 Team,candidate_1,58,420,c2h2/laminar_flame_speed,12,12,2.7682059413296636,2.7682059413296636
GPT 专家 Team,candidate_1,58,420,c2h4/ignition_delay,38,38,1.6986913933722745,1.6986913933722745
GPT 专家 Team,candidate_1,58,420,c2h4/laminar_flame_speed,33,33,1.8222953677217324,1.8222953677217324
GPT 专家 Team,candidate_1,58,420,c2h6/ignition_delay,42,42,4.093130894787294,4.093130894787294
GPT 专家 Team,candidate_1,58,420,c2h6/laminar_flame_speed,55,55,1.807207071162567,1.807207071162567
GPT 专家 Team,candidate_1,58,420,c3h6/ignition_delay,25,25,3.0102038244539893,3.0102038244539893
GPT 专家 Team,candidate_1,58,420,c3h6/laminar_flame_speed,28,28,2.563824421368971,2.563824421368971
GPT 专家 Team,candidate_1,58,420,c3h8/ignition_delay,46,46,1.2734061454704353,1.2734061454704353
GPT 专家 Team,candidate_1,58,420,c3h8/laminar_flame_speed,21,21,2.2181119555290456,2.2181119555290456
GPT 专家 Team,candidate_1,58,420,c4h10/ignition_delay,4,4,2.54790847885769,2.54790847885769
GPT 专家 Team,candidate_1,58,420,c4h10/laminar_flame_speed,9,9,2.808383425698977,2.808383425698977
GPT 专家 Team,candidate_1,58,420,c4h6/ignition_delay,24,24,8.107929776511897,8.107929776511897
GPT 专家 Team,candidate_1,58,420,c4h6/laminar_flame_speed,21,21,4.186982467085632,4.186982467085632
GPT 专家 Team,candidate_1,58,420,c4h81/ignition_delay,15,15,4.059792203884826,4.059792203884826
GPT 专家 Team,candidate_1,58,420,c4h81/laminar_flame_speed,9,9,2.5834943082253665,2.5834943082253665
GPT 专家 Team,candidate_1,58,420,c4h82/laminar_flame_speed,7,0,,
GPT 专家 Team,candidate_1,58,420,ch3cho/laminar_flame_speed,15,15,1.4712030943970524,1.4712030943970524
GPT 专家 Team,candidate_1,58,420,ch3oh/ignition_delay,8,8,14.59582812237179,14.59582812237179
GPT 专家 Team,candidate_1,58,420,ch3oh/laminar_flame_speed,12,12,3.7547078374529015,3.7547078374529015
GPT 专家 Team,candidate_1,58,420,ch4/ignition_delay,35,35,3.41054634983465,3.41054634983465
GPT 专家 Team,candidate_1,58,420,ch4/laminar_flame_speed,13,13,1.7721948379159105,1.7721948379159105
GPT 专家 Team,candidate_1,58,420,h2/laminar_flame_speed,21,21,3.560548838885831,3.560548838885831
GPT 专家 Team,candidate_1,58,420,h2plusco/laminar_flame_speed,12,12,2.037815373770857,2.037815373770857
GPT 专家 Team,candidate_1,58,420,ic4h10/laminar_flame_speed,4,0,,
GPT 专家 Team,candidate_1,58,420,ic4h8/ignition_delay,28,0,,
GPT 专家 Team,candidate_1,58,420,ic4h8/laminar_flame_speed,18,0,,
GPT 专家 Team,candidate_1,58,420,pc3h4/ignition_delay,26,26,3.1091259836893363,3.1091259836893363
GPT 专家 Team,candidate_2,53,374,ac3h4/ignition_delay,20,20,4.388234216625614,4.388234216625614
GPT 专家 Team,candidate_2,53,374,c2h2/ignition_delay,9,9,8.50260789475218,8.50260789475218
GPT 专家 Team,candidate_2,53,374,c2h2/laminar_flame_speed,12,12,2.267367695543333,2.267367695543333
GPT 专家 Team,candidate_2,53,374,c2h4/ignition_delay,38,38,1.7240307555914383,1.7240307555914383
GPT 专家 Team,candidate_2,53,374,c2h4/laminar_flame_speed,33,33,1.749379002964724,1.749379002964724
GPT 专家 Team,candidate_2,53,374,c2h6/ignition_delay,42,42,4.116553461972105,4.116553461972105
GPT 专家 Team,candidate_2,53,374,c2h6/laminar_flame_speed,55,55,1.8050728568074983,1.8050728568074983
GPT 专家 Team,candidate_2,53,374,c3h6/ignition_delay,25,25,3.000993167005064,3.000993167005064
GPT 专家 Team,candidate_2,53,374,c3h6/laminar_flame_speed,28,28,2.3887032849243184,2.3887032849243184
GPT 专家 Team,candidate_2,53,374,c3h8/ignition_delay,46,46,1.2686822910274367,1.2686822910274367
GPT 专家 Team,candidate_2,53,374,c3h8/laminar_flame_speed,21,21,2.148832398770028,2.148832398770028
GPT 专家 Team,candidate_2,53,374,c4h10/ignition_delay,4,4,6.529141726714024,6.529141726714024
GPT 专家 Team,candidate_2,53,374,c4h10/laminar_flame_speed,9,9,7.126608470085649,7.126608470085649
GPT 专家 Team,candidate_2,53,374,c4h6/ignition_delay,24,0,,
GPT 专家 Team,candidate_2,53,374,c4h6/laminar_flame_speed,21,0,,
GPT 专家 Team,candidate_2,53,374,c4h81/ignition_delay,15,15,3.97281322679922,3.97281322679922
GPT 专家 Team,candidate_2,53,374,c4h81/laminar_flame_speed,9,9,2.312680421725667,2.312680421725667
GPT 专家 Team,candidate_2,53,374,c4h82/laminar_flame_speed,7,0,,
GPT 专家 Team,candidate_2,53,374,ch3cho/laminar_flame_speed,15,15,1.5242003863980345,1.5242003863980345
GPT 专家 Team,candidate_2,53,374,ch3oh/ignition_delay,8,8,9.724328920842577,9.724328920842577
GPT 专家 Team,candidate_2,53,374,ch3oh/laminar_flame_speed,12,12,5.456302482011366,5.456302482011366
GPT 专家 Team,candidate_2,53,374,ch4/ignition_delay,35,35,3.4279809198930447,3.4279809198930447
GPT 专家 Team,candidate_2,53,374,ch4/laminar_flame_speed,13,13,1.9031653145425105,1.9031653145425105
GPT 专家 Team,candidate_2,53,374,h2/laminar_flame_speed,21,21,3.560602091908232,3.560602091908232
GPT 专家 Team,candidate_2,53,374,h2plusco/laminar_flame_speed,12,12,2.037831571742668,2.037831571742668
GPT 专家 Team,candidate_2,53,374,ic4h10/laminar_flame_speed,4,0,,
GPT 专家 Team,candidate_2,53,374,ic4h8/ignition_delay,28,0,,
GPT 专家 Team,candidate_2,53,374,ic4h8/laminar_flame_speed,18,0,,
GPT 专家 Team,candidate_2,53,374,pc3h4/ignition_delay,26,26,3.1342060737274355,3.1342060737274355
GPT 专家 Team,candidate_3,49,330,ac3h4/ignition_delay,20,7,,43.16478578783995
GPT 专家 Team,candidate_3,49,330,c2h2/ignition_delay,9,9,8.520012332391355,8.520012332391355
GPT 专家 Team,candidate_3,49,330,c2h2/laminar_flame_speed,12,12,3.0619056071906843,3.0619056071906843
GPT 专家 Team,candidate_3,49,330,c2h4/ignition_delay,38,38,1.8065331993660665,1.8065331993660665
GPT 专家 Team,candidate_3,49,330,c2h4/laminar_flame_speed,33,33,1.6815916963308581,1.6815916963308581
GPT 专家 Team,candidate_3,49,330,c2h6/ignition_delay,42,42,4.232732813171649,4.232732813171649
GPT 专家 Team,candidate_3,49,330,c2h6/laminar_flame_speed,55,55,1.9006655356609377,1.9006655356609377
GPT 专家 Team,candidate_3,49,330,c3h6/ignition_delay,25,25,3.1585067963637847,3.1585067963637847
GPT 专家 Team,candidate_3,49,330,c3h6/laminar_flame_speed,28,28,2.3084971873901905,2.3084971873901905
GPT 专家 Team,candidate_3,49,330,c3h8/ignition_delay,46,46,1.2777753890301604,1.2777753890301604
GPT 专家 Team,candidate_3,49,330,c3h8/laminar_flame_speed,21,21,2.0869902950038584,2.0869902950038584
GPT 专家 Team,candidate_3,49,330,c4h10/ignition_delay,4,4,6.678192186714847,6.678192186714847
GPT 专家 Team,candidate_3,49,330,c4h10/laminar_flame_speed,9,9,7.253950166484483,7.253950166484483
GPT 专家 Team,candidate_3,49,330,c4h6/ignition_delay,24,0,,
GPT 专家 Team,candidate_3,49,330,c4h6/laminar_flame_speed,21,0,,
GPT 专家 Team,candidate_3,49,330,c4h81/ignition_delay,15,15,4.448472855149514,4.448472855149514
GPT 专家 Team,candidate_3,49,330,c4h81/laminar_flame_speed,9,9,2.0288465557246935,2.0288465557246935
GPT 专家 Team,candidate_3,49,330,c4h82/laminar_flame_speed,7,0,,
GPT 专家 Team,candidate_3,49,330,ch3cho/laminar_flame_speed,15,15,1.6697813944191695,1.6697813944191695
GPT 专家 Team,candidate_3,49,330,ch3oh/ignition_delay,8,0,,
GPT 专家 Team,candidate_3,49,330,ch3oh/laminar_flame_speed,12,0,,
GPT 专家 Team,candidate_3,49,330,ch4/ignition_delay,35,35,3.3347620058852354,3.3347620058852354
GPT 专家 Team,candidate_3,49,330,ch4/laminar_flame_speed,13,13,1.9706739292428463,1.9706739292428463
GPT 专家 Team,candidate_3,49,330,h2/laminar_flame_speed,21,21,3.5607796549273183,3.5607796549273183
GPT 专家 Team,candidate_3,49,330,h2plusco/laminar_flame_speed,12,12,2.037831712235365,2.037831712235365
GPT 专家 Team,candidate_3,49,330,ic4h10/laminar_flame_speed,4,0,,
GPT 专家 Team,candidate_3,49,330,ic4h8/ignition_delay,28,0,,
GPT 专家 Team,candidate_3,49,330,ic4h8/laminar_flame_speed,18,0,,
GPT 专家 Team,candidate_3,49,330,pc3h4/ignition_delay,26,0,,
Kimi 普通 Solo,candidate_1,97,712,ac3h4/ignition_delay,20,20,2.4655356348187474,2.4655356348187474
Kimi 普通 Solo,candidate_1,97,712,c2h2/ignition_delay,9,9,8.443602417868606,8.443602417868606
Kimi 普通 Solo,candidate_1,97,712,c2h2/laminar_flame_speed,12,12,2.770368624166776,2.770368624166776
Kimi 普通 Solo,candidate_1,97,712,c2h4/ignition_delay,38,38,1.6707782218703566,1.6707782218703566
Kimi 普通 Solo,candidate_1,97,712,c2h4/laminar_flame_speed,33,33,1.8405965180645218,1.8405965180645218
Kimi 普通 Solo,candidate_1,97,712,c2h6/ignition_delay,42,42,4.085320083762636,4.085320083762636
Kimi 普通 Solo,candidate_1,97,712,c2h6/laminar_flame_speed,55,55,1.8095193348942997,1.8095193348942997
Kimi 普通 Solo,candidate_1,97,712,c3h6/ignition_delay,25,25,3.0876320109489566,3.0876320109489566
Kimi 普通 Solo,candidate_1,97,712,c3h6/laminar_flame_speed,28,28,2.5801056193133602,2.5801056193133602
Kimi 普通 Solo,candidate_1,97,712,c3h8/ignition_delay,46,46,1.2646649726636878,1.2646649726636878
Kimi 普通 Solo,candidate_1,97,712,c3h8/laminar_flame_speed,21,21,2.251261220194196,2.251261220194196
Kimi 普通 Solo,candidate_1,97,712,c4h10/ignition_delay,4,4,2.2498650659425605,2.2498650659425605
Kimi 普通 Solo,candidate_1,97,712,c4h10/laminar_flame_speed,9,9,0.8636202572889224,0.8636202572889224
Kimi 普通 Solo,candidate_1,97,712,c4h6/ignition_delay,24,24,1.7650335765331937,1.7650335765331937
Kimi 普通 Solo,candidate_1,97,712,c4h6/laminar_flame_speed,21,21,1.4003406643671303,1.4003406643671303
Kimi 普通 Solo,candidate_1,97,712,c4h81/ignition_delay,15,15,2.639172141940592,2.639172141940592
Kimi 普通 Solo,candidate_1,97,712,c4h81/laminar_flame_speed,9,9,1.7958115730947632,1.7958115730947632
Kimi 普通 Solo,candidate_1,97,712,c4h82/laminar_flame_speed,7,7,4.912267010130814,4.912267010130814
Kimi 普通 Solo,candidate_1,97,712,ch3cho/laminar_flame_speed,15,15,1.4333576974794264,1.4333576974794264
Kimi 普通 Solo,candidate_1,97,712,ch3oh/ignition_delay,8,8,14.582109847885716,14.582109847885716
Kimi 普通 Solo,candidate_1,97,712,ch3oh/laminar_flame_speed,12,12,3.7593830606028225,3.7593830606028225
Kimi 普通 Solo,candidate_1,97,712,ch4/ignition_delay,35,35,3.4104507166548257,3.4104507166548257
Kimi 普通 Solo,candidate_1,97,712,ch4/laminar_flame_speed,13,13,1.7811284680803563,1.7811284680803563
Kimi 普通 Solo,candidate_1,97,712,h2/laminar_flame_speed,21,21,3.5591607461212567,3.5591607461212567
Kimi 普通 Solo,candidate_1,97,712,h2plusco/laminar_flame_speed,12,12,2.045264612537696,2.045264612537696
Kimi 普通 Solo,candidate_1,97,712,ic4h10/laminar_flame_speed,4,0,,
Kimi 普通 Solo,candidate_1,97,712,ic4h8/ignition_delay,28,28,4.819363329749874,4.819363329749874
Kimi 普通 Solo,candidate_1,97,712,ic4h8/laminar_flame_speed,18,18,2.5421890601806894,2.5421890601806894
Kimi 普通 Solo,candidate_1,97,712,pc3h4/ignition_delay,26,26,1.6597572567574206,1.6597572567574206
Kimi 普通 Solo,candidate_2,88,646,ac3h4/ignition_delay,20,20,2.3483650709617416,2.3483650709617416
Kimi 普通 Solo,candidate_2,88,646,c2h2/ignition_delay,9,9,8.439811475626524,8.439811475626524
Kimi 普通 Solo,candidate_2,88,646,c2h2/laminar_flame_speed,12,12,2.748889793811982,2.748889793811982
Kimi 普通 Solo,candidate_2,88,646,c2h4/ignition_delay,38,38,1.68083799013796,1.68083799013796
Kimi 普通 Solo,candidate_2,88,646,c2h4/laminar_flame_speed,33,33,1.8319766596236113,1.8319766596236113
Kimi 普通 Solo,candidate_2,88,646,c2h6/ignition_delay,42,42,4.087606363499303,4.087606363499303
Kimi 普通 Solo,candidate_2,88,646,c2h6/laminar_flame_speed,55,55,1.8206197924680456,1.8206197924680456
Kimi 普通 Solo,candidate_2,88,646,c3h6/ignition_delay,25,25,3.0974217646889644,3.0974217646889644
Kimi 普通 Solo,candidate_2,88,646,c3h6/laminar_flame_speed,28,28,2.550846791544541,2.550846791544541
Kimi 普通 Solo,candidate_2,88,646,c3h8/ignition_delay,46,46,1.2626283911480396,1.2626283911480396
Kimi 普通 Solo,candidate_2,88,646,c3h8/laminar_flame_speed,21,21,2.2296321789870013,2.2296321789870013
Kimi 普通 Solo,candidate_2,88,646,c4h10/ignition_delay,4,4,2.262111303456513,2.262111303456513
Kimi 普通 Solo,candidate_2,88,646,c4h10/laminar_flame_speed,9,9,0.8599592046734699,0.8599592046734699
Kimi 普通 Solo,candidate_2,88,646,c4h6/ignition_delay,24,24,1.8740944852986223,1.8740944852986223
Kimi 普通 Solo,candidate_2,88,646,c4h6/laminar_flame_speed,21,21,1.4383289712745213,1.4383289712745213
Kimi 普通 Solo,candidate_2,88,646,c4h81/ignition_delay,15,15,2.605394429860168,2.605394429860168
Kimi 普通 Solo,candidate_2,88,646,c4h81/laminar_flame_speed,9,9,1.7527566390553118,1.7527566390553118
Kimi 普通 Solo,candidate_2,88,646,c4h82/laminar_flame_speed,7,7,5.026559770156348,5.026559770156348
Kimi 普通 Solo,candidate_2,88,646,ch3cho/laminar_flame_speed,15,15,1.4672787543237868,1.4672787543237868
Kimi 普通 Solo,candidate_2,88,646,ch3oh/ignition_delay,8,8,14.529923529765167,14.529923529765167
Kimi 普通 Solo,candidate_2,88,646,ch3oh/laminar_flame_speed,12,12,3.759383661647657,3.759383661647657
Kimi 普通 Solo,candidate_2,88,646,ch4/ignition_delay,35,35,3.4104507166548257,3.4104507166548257
Kimi 普通 Solo,candidate_2,88,646,ch4/laminar_flame_speed,13,13,1.7741103688457522,1.7741103688457522
Kimi 普通 Solo,candidate_2,88,646,h2/laminar_flame_speed,21,21,3.55931527168695,3.55931527168695
Kimi 普通 Solo,candidate_2,88,646,h2plusco/laminar_flame_speed,12,12,2.045438941773663,2.045438941773663
Kimi 普通 Solo,candidate_2,88,646,ic4h10/laminar_flame_speed,4,0,,
Kimi 普通 Solo,candidate_2,88,646,ic4h8/ignition_delay,28,28,8.112134974516355,8.112134974516355
Kimi 普通 Solo,candidate_2,88,646,ic4h8/laminar_flame_speed,18,18,2.19132118964702,2.19132118964702
Kimi 普通 Solo,candidate_2,88,646,pc3h4/ignition_delay,26,26,1.5561155426146414,1.5561155426146414
Kimi 普通 Solo,candidate_3,80,566,ac3h4/ignition_delay,20,20,2.3004363746292436,2.3004363746292436
Kimi 普通 Solo,candidate_3,80,566,c2h2/ignition_delay,9,9,8.351476224694757,8.351476224694757
Kimi 普通 Solo,candidate_3,80,566,c2h2/laminar_flame_speed,12,12,2.7119993739266133,2.7119993739266133
Kimi 普通 Solo,candidate_3,80,566,c2h4/ignition_delay,38,38,1.6673871369300286,1.6673871369300286
Kimi 普通 Solo,candidate_3,80,566,c2h4/laminar_flame_speed,33,33,1.8269339816938228,1.8269339816938228
Kimi 普通 Solo,candidate_3,80,566,c2h6/ignition_delay,42,42,4.075315224600785,4.075315224600785
Kimi 普通 Solo,candidate_3,80,566,c2h6/laminar_flame_speed,55,55,1.7930957479497174,1.7930957479497174
Kimi 普通 Solo,candidate_3,80,566,c3h6/ignition_delay,25,25,2.7757810640684992,2.7757810640684992
Kimi 普通 Solo,candidate_3,80,566,c3h6/laminar_flame_speed,28,28,3.036803366027063,3.036803366027063
Kimi 普通 Solo,candidate_3,80,566,c3h8/ignition_delay,46,46,1.2851225231872505,1.2851225231872505
Kimi 普通 Solo,candidate_3,80,566,c3h8/laminar_flame_speed,21,21,2.2530103628357865,2.2530103628357865
Kimi 普通 Solo,candidate_3,80,566,c4h10/ignition_delay,4,4,2.1506710450853026,2.1506710450853026
Kimi 普通 Solo,candidate_3,80,566,c4h10/laminar_flame_speed,9,9,0.9124132551588703,0.9124132551588703
Kimi 普通 Solo,candidate_3,80,566,c4h6/ignition_delay,24,24,2.497547549987799,2.497547549987799
Kimi 普通 Solo,candidate_3,80,566,c4h6/laminar_flame_speed,21,21,1.102161177538789,1.102161177538789
Kimi 普通 Solo,candidate_3,80,566,c4h81/ignition_delay,15,15,2.987698073455684,2.987698073455684
Kimi 普通 Solo,candidate_3,80,566,c4h81/laminar_flame_speed,9,9,1.7060487500405142,1.7060487500405142
Kimi 普通 Solo,candidate_3,80,566,c4h82/laminar_flame_speed,7,7,4.816984351603246,4.816984351603246
Kimi 普通 Solo,candidate_3,80,566,ch3cho/laminar_flame_speed,15,15,1.4603961936920205,1.4603961936920205
Kimi 普通 Solo,candidate_3,80,566,ch3oh/ignition_delay,8,8,14.565005504821311,14.565005504821311
Kimi 普通 Solo,candidate_3,80,566,ch3oh/laminar_flame_speed,12,12,3.7593876438567952,3.7593876438567952
Kimi 普通 Solo,candidate_3,80,566,ch4/ignition_delay,35,35,3.4093794219841684,3.4093794219841684
Kimi 普通 Solo,candidate_3,80,566,ch4/laminar_flame_speed,13,13,1.7751185086742538,1.7751185086742538
Kimi 普通 Solo,candidate_3,80,566,h2/laminar_flame_speed,21,21,3.5593153194983507,3.5593153194983507
Kimi 普通 Solo,candidate_3,80,566,h2plusco/laminar_flame_speed,12,12,2.0454389416414176,2.0454389416414176
Kimi 普通 Solo,candidate_3,80,566,ic4h10/laminar_flame_speed,4,0,,
Kimi 普通 Solo,candidate_3,80,566,ic4h8/ignition_delay,28,0,,
Kimi 普通 Solo,candidate_3,80,566,ic4h8/laminar_flame_speed,18,0,,
Kimi 普通 Solo,candidate_3,80,566,pc3h4/ignition_delay,26,26,1.474900773717994,1.474900773717994
Kimi 专家 Team,candidate_1,80,614,ac3h4/ignition_delay,20,20,5.075274574493563,5.075274574493563
Kimi 专家 Team,candidate_1,80,614,c2h2/ignition_delay,9,9,9.159245250735315,9.159245250735315
Kimi 专家 Team,candidate_1,80,614,c2h2/laminar_flame_speed,12,12,2.324793603243553,2.324793603243553
Kimi 专家 Team,candidate_1,80,614,c2h4/ignition_delay,38,38,1.6655181061626074,1.6655181061626074
Kimi 专家 Team,candidate_1,80,614,c2h4/laminar_flame_speed,33,33,1.7801296318084483,1.7801296318084483
Kimi 专家 Team,candidate_1,80,614,c2h6/ignition_delay,42,42,4.077993039279512,4.077993039279512
Kimi 专家 Team,candidate_1,80,614,c2h6/laminar_flame_speed,55,55,1.7887154718630904,1.7887154718630904
Kimi 专家 Team,candidate_1,80,614,c3h6/ignition_delay,25,25,2.963584209485142,2.963584209485142
Kimi 专家 Team,candidate_1,80,614,c3h6/laminar_flame_speed,28,28,2.448248202825952,2.448248202825952
Kimi 专家 Team,candidate_1,80,614,c3h8/ignition_delay,46,46,1.2541012775223765,1.2541012775223765
Kimi 专家 Team,candidate_1,80,614,c3h8/laminar_flame_speed,21,21,2.2183405223068737,2.2183405223068737
Kimi 专家 Team,candidate_1,80,614,c4h10/ignition_delay,4,4,2.2228258998152763,2.2228258998152763
Kimi 专家 Team,candidate_1,80,614,c4h10/laminar_flame_speed,9,9,0.8228726521794072,0.8228726521794072
Kimi 专家 Team,candidate_1,80,614,c4h6/ignition_delay,24,24,1.3028299576604276,1.3028299576604276
Kimi 专家 Team,candidate_1,80,614,c4h6/laminar_flame_speed,21,21,1.2082422146125165,1.2082422146125165
Kimi 专家 Team,candidate_1,80,614,c4h81/ignition_delay,15,15,2.8643412299113984,2.8643412299113984
Kimi 专家 Team,candidate_1,80,614,c4h81/laminar_flame_speed,9,9,1.6837346811798746,1.6837346811798746
Kimi 专家 Team,candidate_1,80,614,c4h82/laminar_flame_speed,7,7,4.401744467702906,4.401744467702906
Kimi 专家 Team,candidate_1,80,614,ch3cho/laminar_flame_speed,15,15,1.578066691376106,1.578066691376106
Kimi 专家 Team,candidate_1,80,614,ch3oh/ignition_delay,8,8,14.565005504821311,14.565005504821311
Kimi 专家 Team,candidate_1,80,614,ch3oh/laminar_flame_speed,12,12,3.766714784635259,3.766714784635259
Kimi 专家 Team,candidate_1,80,614,ch4/ignition_delay,35,35,3.4099063162716354,3.4099063162716354
Kimi 专家 Team,candidate_1,80,614,ch4/laminar_flame_speed,13,13,1.7173737131269862,1.7173737131269862
Kimi 专家 Team,candidate_1,80,614,h2/laminar_flame_speed,21,21,3.5606767279906686,3.5606767279906686
Kimi 专家 Team,candidate_1,80,614,h2plusco/laminar_flame_speed,12,12,2.0374126775297783,2.0374126775297783
Kimi 专家 Team,candidate_1,80,614,ic4h10/laminar_flame_speed,4,4,2.18512346224253,2.18512346224253
Kimi 专家 Team,candidate_1,80,614,ic4h8/ignition_delay,28,28,4.788605160926125,4.788605160926125
Kimi 专家 Team,candidate_1,80,614,ic4h8/laminar_flame_speed,18,18,2.6176991543995936,2.6176991543995936
Kimi 专家 Team,candidate_1,80,614,pc3h4/ignition_delay,26,26,4.066237253016013,4.066237253016013
Kimi 专家 Team,candidate_2,70,563,ac3h4/ignition_delay,20,20,4.617346109013409,4.617346109013409
Kimi 专家 Team,candidate_2,70,563,c2h2/ignition_delay,9,9,9.627134899613578,9.627134899613578
Kimi 专家 Team,candidate_2,70,563,c2h2/laminar_flame_speed,12,12,2.602789105146042,2.602789105146042
Kimi 专家 Team,candidate_2,70,563,c2h4/ignition_delay,38,37,,1.6614511795252953
Kimi 专家 Team,candidate_2,70,563,c2h4/laminar_flame_speed,33,33,1.724236814102609,1.724236814102609
Kimi 专家 Team,candidate_2,70,563,c2h6/ignition_delay,42,42,4.125666562390241,4.125666562390241
Kimi 专家 Team,candidate_2,70,563,c2h6/laminar_flame_speed,55,55,2.017273730601036,2.017273730601036
Kimi 专家 Team,candidate_2,70,563,c3h6/ignition_delay,25,25,2.9510114877337856,2.9510114877337856
Kimi 专家 Team,candidate_2,70,563,c3h6/laminar_flame_speed,28,28,2.4408968003503446,2.4408968003503446
Kimi 专家 Team,candidate_2,70,563,c3h8/ignition_delay,46,46,1.2478627396946196,1.2478627396946196
Kimi 专家 Team,candidate_2,70,563,c3h8/laminar_flame_speed,21,21,2.286728340217256,2.286728340217256
Kimi 专家 Team,candidate_2,70,563,c4h10/ignition_delay,4,4,2.2302299790376074,2.2302299790376074
Kimi 专家 Team,candidate_2,70,563,c4h10/laminar_flame_speed,9,9,0.9512036166590521,0.9512036166590521
Kimi 专家 Team,candidate_2,70,563,c4h6/ignition_delay,24,24,1.3705706667054989,1.3705706667054989
Kimi 专家 Team,candidate_2,70,563,c4h6/laminar_flame_speed,21,21,1.1400371457189438,1.1400371457189438
Kimi 专家 Team,candidate_2,70,563,c4h81/ignition_delay,15,15,2.852275323533578,2.852275323533578
Kimi 专家 Team,candidate_2,70,563,c4h81/laminar_flame_speed,9,9,1.7038968443850366,1.7038968443850366
Kimi 专家 Team,candidate_2,70,563,c4h82/laminar_flame_speed,7,7,4.612522459050488,4.612522459050488
Kimi 专家 Team,candidate_2,70,563,ch3cho/laminar_flame_speed,15,15,1.8780458808380873,1.8780458808380873
Kimi 专家 Team,candidate_2,70,563,ch3oh/ignition_delay,8,8,14.186679932225887,14.186679932225887
Kimi 专家 Team,candidate_2,70,563,ch3oh/laminar_flame_speed,12,12,3.8095226412528995,3.8095226412528995
Kimi 专家 Team,candidate_2,70,563,ch4/ignition_delay,35,35,3.4201141891477653,3.4201141891477653
Kimi 专家 Team,candidate_2,70,563,ch4/laminar_flame_speed,13,13,1.9039083329274786,1.9039083329274786
Kimi 专家 Team,candidate_2,70,563,h2/laminar_flame_speed,21,21,3.5606761363891817,3.5606761363891817
Kimi 专家 Team,candidate_2,70,563,h2plusco/laminar_flame_speed,12,12,2.037817201357747,2.037817201357747
Kimi 专家 Team,candidate_2,70,563,ic4h10/laminar_flame_speed,4,4,2.0980910295933892,2.0980910295933892
Kimi 专家 Team,candidate_2,70,563,ic4h8/ignition_delay,28,28,4.734819977369297,4.734819977369297
Kimi 专家 Team,candidate_2,70,563,ic4h8/laminar_flame_speed,18,18,2.4397656864165933,2.4397656864165933
Kimi 专家 Team,candidate_2,70,563,pc3h4/ignition_delay,26,26,3.572947726630491,3.572947726630491
Kimi 专家 Team,candidate_3,70,507,ac3h4/ignition_delay,20,20,4.679417046023609,4.679417046023609
Kimi 专家 Team,candidate_3,70,507,c2h2/ignition_delay,9,9,9.58750826514701,9.58750826514701
Kimi 专家 Team,candidate_3,70,507,c2h2/laminar_flame_speed,12,12,3.399362236902173,3.399362236902173
Kimi 专家 Team,candidate_3,70,507,c2h4/ignition_delay,38,38,1.708870817470591,1.708870817470591
Kimi 专家 Team,candidate_3,70,507,c2h4/laminar_flame_speed,33,33,1.8019500695409894,1.8019500695409894
Kimi 专家 Team,candidate_3,70,507,c2h6/ignition_delay,42,42,4.150849724777169,4.150849724777169
Kimi 专家 Team,candidate_3,70,507,c2h6/laminar_flame_speed,55,55,1.8238215326393015,1.8238215326393015
Kimi 专家 Team,candidate_3,70,507,c3h6/ignition_delay,25,25,2.954043836450258,2.954043836450258
Kimi 专家 Team,candidate_3,70,507,c3h6/laminar_flame_speed,28,28,2.6661970139852214,2.6661970139852214
Kimi 专家 Team,candidate_3,70,507,c3h8/ignition_delay,46,46,1.2431089607917047,1.2431089607917047
Kimi 专家 Team,candidate_3,70,507,c3h8/laminar_flame_speed,21,21,2.4466710302689534,2.4466710302689534
Kimi 专家 Team,candidate_3,70,507,c4h10/ignition_delay,4,4,2.2854806970248207,2.2854806970248207
Kimi 专家 Team,candidate_3,70,507,c4h10/laminar_flame_speed,9,9,0.8730359820870256,0.8730359820870256
Kimi 专家 Team,candidate_3,70,507,c4h6/ignition_delay,24,24,1.3491069813321077,1.3491069813321077
Kimi 专家 Team,candidate_3,70,507,c4h6/laminar_flame_speed,21,21,1.1642889910877565,1.1642889910877565
Kimi 专家 Team,candidate_3,70,507,c4h81/ignition_delay,15,15,2.8516687348462213,2.8516687348462213
Kimi 专家 Team,candidate_3,70,507,c4h81/laminar_flame_speed,9,9,1.7859296265095483,1.7859296265095483
Kimi 专家 Team,candidate_3,70,507,c4h82/laminar_flame_speed,7,7,4.069530892017268,4.069530892017268
